ID,adj.P.Val,P.Value,t,B,logFC,miRNA_ID,SPOT_ID
hsa-miR-670-3p,0.807,0.486201,0.74113,-5.529,0.02343875,hsa-miR-670-3p,
hsa-miR-4766-3p,0.807,0.486712,-0.740225,-5.53,-0.01842392,hsa-miR-4766-3p,
hsa-miR-345-3p,0.807,0.487073,-0.739585,-5.53,-0.12254844,hsa-miR-345-3p,
hsa-miR-149-5p,0.807,0.487359,0.739079,-5.53,0.30586771,hsa-miR-149-5p,
hsa-miR-4279,0.808,0.488519,-0.737026,-5.532,-0.01845104,hsa-miR-4279,
hsa-miR-320a,0.811,0.490809,0.732985,-5.535,0.12798601,hsa-miR-320a,
hsa-miR-6744-3p,0.811,0.490868,0.732881,-5.535,0.01254448,hsa-miR-6744-3p,
hsa-miR-3124-5p,0.815,0.49359,-0.728095,-5.538,-0.06217316,hsa-miR-3124-5p,
hsa-miR-6070,0.816,0.494485,0.726526,-5.539,0.01938549,hsa-miR-6070,
hsa-miR-4529-5p,0.817,0.495617,0.724542,-5.541,0.02542542,hsa-miR-4529-5p,
hsa-miR-6130,0.817,0.49656,0.722892,-5.542,0.03616089,hsa-miR-6130,
hsa-miR-4463,0.817,0.496784,-0.722502,-5.542,-0.082167,hsa-miR-4463,
hsa-miR-3668,0.817,0.496911,-0.722279,-5.542,-0.02118165,hsa-miR-3668,
hsa-miR-133a-5p,0.817,0.497039,0.722056,-5.542,0.0291254,hsa-miR-133a-5p,
hsa-miR-122-5p,0.817,0.497226,-0.72173,-5.543,-0.05242232,hsa-miR-122-5p,
hsa-miR-3940-5p,0.817,0.497271,-0.721651,-5.543,-0.27569954,hsa-miR-3940-5p,
hsa-miR-6889-5p,0.817,0.498249,-0.719944,-5.544,-0.04196686,hsa-miR-6889-5p,
hsa-miR-6776-3p,0.817,0.498687,0.71918,-5.544,0.01514114,hsa-miR-6776-3p,
hsa-miR-4787-3p,0.817,0.498959,0.718707,-5.545,0.02078862,hsa-miR-4787-3p,
hsa-miR-548aa,0.817,0.499045,0.718556,-5.545,0.02353608,hsa-miR-548aa,
hsa-miR-6792-3p,0.817,0.499074,-0.718506,-5.545,-0.01662946,hsa-miR-6792-3p,
hsa-miR-6789-3p,0.817,0.49928,0.718147,-5.545,0.02091257,hsa-miR-6789-3p,
hsa-miR-4318,0.82,0.501058,-0.715054,-5.547,-0.03518649,hsa-miR-4318,
hsa-miR-488-3p,0.82,0.5019,0.713592,-5.548,0.0178703,hsa-miR-488-3p,
hsa-miR-614,0.82,0.502092,-0.713259,-5.549,-0.0210741,hsa-miR-614,
hsa-miR-548ay-3p,0.82,0.502155,0.713149,-5.549,0.02250825,hsa-miR-548ay-3p,
hsa-miR-3591-5p,0.82,0.5027,0.712203,-5.549,0.02391185,hsa-miR-3591-5p,
hsa-miR-3614-3p,0.82,0.503429,0.71094,-5.55,0.01680583,hsa-miR-3614-3p,
hsa-miR-3160-3p,0.82,0.503558,0.710718,-5.55,0.01588168,hsa-miR-3160-3p,
hsa-miR-675-3p,0.82,0.503658,-0.710544,-5.55,-0.03836221,hsa-miR-675-3p,
hsa-miR-587,0.82,0.503844,-0.710222,-5.551,-0.01838651,hsa-miR-587,
hsa-miR-2681-5p,0.82,0.504616,-0.708887,-5.552,-0.01467552,hsa-miR-2681-5p,
hsa-miR-3152-3p,0.82,0.505434,0.707472,-5.553,0.02177406,hsa-miR-3152-3p,
hsa-miR-4753-3p,0.82,0.505696,0.707019,-5.553,0.01450408,hsa-miR-4753-3p,
hsa-miR-4721,0.82,0.506428,-0.705757,-5.554,-0.10288605,hsa-miR-4721,
hsa-miR-6853-5p,0.82,0.506671,-0.705337,-5.554,-0.01801029,hsa-miR-6853-5p,
hsa-miR-548c-3p,0.82,0.507379,0.704117,-5.555,0.0148345,hsa-miR-548c-3p,
hsa-miR-320b,0.82,0.507505,0.7039,-5.555,0.13237023,hsa-miR-320b,
hsa-miR-1278,0.82,0.507683,0.703593,-5.555,0.01921548,hsa-miR-1278,
hsa-miR-8056,0.82,0.508241,-0.702632,-5.556,-0.02398434,hsa-miR-8056,
hsa-miR-1200,0.82,0.508556,-0.702091,-5.556,-0.02716355,hsa-miR-1200,
hsa-miR-6732-5p,0.82,0.509475,-0.70051,-5.557,-0.05222411,hsa-miR-6732-5p,
hsa-miR-186-3p,0.82,0.509928,0.699732,-5.558,0.01655011,hsa-miR-186-3p,
hsa-miR-135b-3p,0.82,0.51005,-0.699522,-5.558,-0.01107578,hsa-miR-135b-3p,
hsa-miR-432-3p,0.82,0.510262,0.699159,-5.558,0.02127429,hsa-miR-432-3p,
hsa-miR-6767-3p,0.82,0.510549,0.698665,-5.559,0.01671828,hsa-miR-6767-3p,
hsa-miR-548ae-3p,0.82,0.510926,0.698018,-5.559,0.0168807,hsa-miR-548ae-3p,
hsa-miR-200a-5p,0.82,0.511163,-0.697613,-5.559,-0.01640157,hsa-miR-200a-5p,
hsa-miR-3973,0.82,0.511348,0.697295,-5.56,0.02749428,hsa-miR-3973,
hsa-miR-505-3p,0.82,0.511354,-0.697285,-5.56,-0.02913815,hsa-miR-505-3p,
hsa-miR-4312,0.82,0.511365,0.697267,-5.56,0.01746276,hsa-miR-4312,
hsa-miR-3662,0.82,0.511678,-0.69673,-5.56,-0.01996424,hsa-miR-3662,
hsa-miR-4763-5p,0.82,0.511721,-0.696656,-5.56,-0.0223892,hsa-miR-4763-5p,
hsa-miR-203b-5p,0.82,0.511942,0.696278,-5.56,0.01833811,hsa-miR-203b-5p,
hsa-miR-378e,0.82,0.512366,0.695551,-5.561,0.03286345,hsa-miR-378e,
hsa-miR-302b-3p,0.82,0.512477,0.695362,-5.561,0.01260361,hsa-miR-302b-3p,
hsa-miR-4640-3p,0.82,0.512571,0.695202,-5.561,0.01863712,hsa-miR-4640-3p,
hsa-miR-328-5p,0.82,0.513046,-0.694388,-5.562,-0.40903577,hsa-miR-328-5p,
hsa-miR-616-3p,0.82,0.51341,-0.693766,-5.562,-0.02406214,hsa-miR-616-3p,
hsa-miR-6793-5p,0.82,0.513617,0.693411,-5.562,0.06905843,hsa-miR-6793-5p,
hsa-miR-17-5p,0.82,0.513983,0.692785,-5.563,0.14777122,hsa-miR-17-5p,
hsa-miR-5702,0.82,0.514626,-0.691688,-5.563,-0.02851143,hsa-miR-5702,
hsa-miR-631,0.82,0.514716,-0.691535,-5.563,-0.01918994,hsa-miR-631,
hsa-miR-3613-3p,0.82,0.514925,0.691178,-5.564,0.01437877,hsa-miR-3613-3p,
hsa-miR-5094,0.82,0.515753,0.689766,-5.565,0.01624341,hsa-miR-5094,
hsa-miR-5008-5p,0.82,0.516096,-0.689181,-5.565,-0.0608779,hsa-miR-5008-5p,
hsa-miR-6754-3p,0.82,0.516115,-0.68915,-5.565,-0.01829441,hsa-miR-6754-3p,
hsa-miR-589-3p,0.82,0.516533,-0.688437,-5.566,-0.01595509,hsa-miR-589-3p,
hsa-miR-3616-5p,0.82,0.517086,-0.687496,-5.566,-0.01700537,hsa-miR-3616-5p,
hsa-miR-7112-3p,0.82,0.517582,-0.686651,-5.567,-0.016563,hsa-miR-7112-3p,
hsa-miR-4778-3p,0.82,0.517887,0.686134,-5.567,0.01513141,hsa-miR-4778-3p,
hsa-miR-371b-3p,0.82,0.517976,-0.685982,-5.567,-0.01973073,hsa-miR-371b-3p,
hsa-miR-4771,0.82,0.519909,0.682699,-5.569,0.01573929,hsa-miR-4771,
hsa-miR-3197,0.82,0.520158,-0.682277,-5.57,-0.01767102,hsa-miR-3197,
hsa-miR-6823-3p,0.82,0.520912,-0.680999,-5.571,-0.01623545,hsa-miR-6823-3p,
hsa-miR-4266,0.82,0.521197,-0.680517,-5.571,-0.02078066,hsa-miR-4266,
hsa-miR-6839-3p,0.82,0.521542,0.679934,-5.571,0.02363906,hsa-miR-6839-3p,
hsa-miR-4685-5p,0.82,0.521804,-0.67949,-5.572,-0.08375217,hsa-miR-4685-5p,
hsa-miR-4431,0.82,0.521959,0.679228,-5.572,0.02608399,hsa-miR-4431,
hsa-miR-4306,0.82,0.523276,-0.677002,-5.573,-0.46356994,hsa-miR-4306,
hsa-miR-193a-3p,0.82,0.523946,-0.675872,-5.574,-0.33329407,hsa-miR-193a-3p,
hsa-miR-1199-3p,0.82,0.524135,0.675553,-5.574,0.0188841,hsa-miR-1199-3p,
hsa-miR-6777-3p,0.82,0.524211,-0.675425,-5.574,-0.0272171,hsa-miR-6777-3p,
hsa-miR-433-3p,0.82,0.524247,0.675364,-5.574,0.10860127,hsa-miR-433-3p,
hsa-miR-3677-3p,0.82,0.524317,-0.675246,-5.574,-0.02003537,hsa-miR-3677-3p,
hsa-miR-6815-5p,0.82,0.524524,-0.674896,-5.575,-0.03081373,hsa-miR-6815-5p,
hsa-miR-3607-5p,0.82,0.524609,-0.674754,-5.575,-0.01932162,hsa-miR-3607-5p,
hsa-miR-4714-3p,0.82,0.524612,-0.674749,-5.575,-0.02921428,hsa-miR-4714-3p,
hsa-miR-5010-5p,0.82,0.524675,-0.674641,-5.575,-0.03429932,hsa-miR-5010-5p,
hsa-miR-1827,0.82,0.525091,0.673941,-5.575,0.02102535,hsa-miR-1827,
hsa-miR-509-3-5p,0.82,0.525114,0.673903,-5.575,0.03058236,hsa-miR-509-3-5p,
hsa-miR-96-3p,0.82,0.525395,0.67343,-5.576,0.03244577,hsa-miR-96-3p,
hsa-miR-3619-5p,0.82,0.525451,0.673335,-5.576,0.01458477,hsa-miR-3619-5p,
hsa-miR-25-3p,0.82,0.5255,-0.673252,-5.576,-0.41651842,hsa-miR-25-3p,
hsa-miR-152-5p,0.82,0.525619,-0.673051,-5.576,-0.02300104,hsa-miR-152-5p,
hsa-miR-4320,0.82,0.525702,0.672912,-5.576,0.02109381,hsa-miR-4320,
hsa-miR-18a-5p,0.82,0.525775,0.67279,-5.576,0.1565117,hsa-miR-18a-5p,
hsa-miR-4700-5p,0.82,0.525864,-0.67264,-5.576,-0.01922778,hsa-miR-4700-5p,
hsa-miR-550b-2-5p,0.82,0.525947,-0.6725,-5.576,-0.02647441,hsa-miR-550b-2-5p,
hsa-miR-4458,0.82,0.52634,0.671838,-5.577,0.37488547,hsa-miR-4458,
hsa-miR-627-5p,0.82,0.526586,-0.671424,-5.577,-0.21099016,hsa-miR-627-5p,
hsa-miR-3606-3p,0.82,0.526769,0.671116,-5.577,0.01803457,hsa-miR-3606-3p,
hsa-miR-4437,0.821,0.527395,0.670065,-5.578,0.01840592,hsa-miR-4437,
hsa-miR-7157-3p,0.821,0.528153,-0.668792,-5.579,-0.01274828,hsa-miR-7157-3p,
hsa-miR-4665-5p,0.821,0.528441,-0.668308,-5.579,-0.11088703,hsa-miR-4665-5p,
hsa-miR-487b-5p,0.821,0.528676,0.667914,-5.579,0.01356562,hsa-miR-487b-5p,
hsa-miR-4764-3p,0.821,0.528875,-0.66758,-5.579,-0.02023166,hsa-miR-4764-3p,
hsa-miR-4446-5p,0.821,0.529149,0.667122,-5.58,0.01646915,hsa-miR-4446-5p,
hsa-miR-4439,0.821,0.529365,0.666758,-5.58,0.01894313,hsa-miR-4439,
hsa-miR-8086,0.821,0.529569,-0.666418,-5.58,-0.01958962,hsa-miR-8086,
hsa-miR-6740-3p,0.826,0.53291,-0.66083,-5.584,-0.01627298,hsa-miR-6740-3p,
hsa-miR-592,0.826,0.533888,0.659199,-5.585,0.01296102,hsa-miR-592,
hsa-miR-4766-5p,0.826,0.533973,0.659057,-5.585,0.01621315,hsa-miR-4766-5p,
hsa-miR-5088-5p,0.827,0.534557,0.658084,-5.586,0.05591216,hsa-miR-5088-5p,
hsa-miR-6885-5p,0.827,0.535088,-0.6572,-5.586,-0.01565808,hsa-miR-6885-5p,
hsa-miR-4668-3p,0.827,0.535248,0.656934,-5.586,0.01959339,hsa-miR-4668-3p,
hsa-miR-433-5p,0.827,0.535805,0.656007,-5.587,0.02046544,hsa-miR-433-5p,
hsa-miR-1245a,0.827,0.535953,-0.655761,-5.587,-0.01545648,hsa-miR-1245a,
hsa-miR-5091,0.827,0.536693,0.654531,-5.588,0.01850252,hsa-miR-5091,
hsa-miR-6784-3p,0.827,0.537039,0.653956,-5.588,0.01441407,hsa-miR-6784-3p,
hsa-miR-9-5p,0.827,0.537061,-0.653919,-5.588,-0.08001889,hsa-miR-9-5p,
hsa-miR-95-5p,0.827,0.537373,0.653401,-5.589,0.02009097,hsa-miR-95-5p,
hsa-miR-223-5p,0.827,0.538131,-0.652144,-5.589,-0.07272392,hsa-miR-223-5p,
hsa-miR-628-5p,0.827,0.538144,-0.652123,-5.589,-0.03437093,hsa-miR-628-5p,
hsa-miR-548v,0.828,0.538844,-0.650962,-5.59,-0.01773766,hsa-miR-548v,
hsa-miR-3977,0.83,0.540479,0.648255,-5.592,0.02040969,hsa-miR-3977,
hsa-miR-5698,0.83,0.541024,0.647353,-5.592,0.01715903,hsa-miR-5698,
hsa-miR-6079,0.83,0.541086,0.647251,-5.593,0.01629908,hsa-miR-6079,
hsa-miR-769-3p,0.83,0.541522,-0.64653,-5.593,-0.03286449,hsa-miR-769-3p,
hsa-miR-568,0.833,0.543996,0.642449,-5.596,0.01352365,hsa-miR-568,
hsa-miR-4701-3p,0.833,0.544312,-0.641928,-5.596,-0.19941197,hsa-miR-4701-3p,
hsa-miR-3686,0.833,0.544883,0.640989,-5.597,0.01931703,hsa-miR-3686,
hsa-miR-1324,0.833,0.544899,0.640963,-5.597,0.01447692,hsa-miR-1324,
hsa-miR-4738-5p,0.833,0.545621,-0.639775,-5.597,-0.01522834,hsa-miR-4738-5p,
hsa-miR-636,0.833,0.545769,-0.639531,-5.597,-0.0153098,hsa-miR-636,
hsa-miR-93-3p,0.833,0.546196,0.638831,-5.598,0.01847741,hsa-miR-93-3p,
hsa-miR-4761-5p,0.833,0.547387,0.636874,-5.599,0.01842443,hsa-miR-4761-5p,
hsa-miR-4727-3p,0.833,0.548443,-0.635143,-5.6,-0.022225,hsa-miR-4727-3p,
hsa-miR-3134,0.833,0.549157,0.633972,-5.601,0.02297315,hsa-miR-3134,
hsa-miR-5582-3p,0.833,0.549634,0.633192,-5.601,0.02332856,hsa-miR-5582-3p,
hsa-miR-144-3p,0.833,0.549753,0.632996,-5.602,0.57024335,hsa-miR-144-3p,
hsa-miR-4801,0.833,0.549887,0.632777,-5.602,0.01259614,hsa-miR-4801,
hsa-miR-4695-3p,0.833,0.549915,-0.632733,-5.602,-0.01306241,hsa-miR-4695-3p,
hsa-miR-8084,0.833,0.550051,0.632509,-5.602,0.01959273,hsa-miR-8084,
hsa-miR-7154-3p,0.833,0.550118,0.6324,-5.602,0.02013285,hsa-miR-7154-3p,
hsa-miR-3145-5p,0.833,0.550452,0.631853,-5.602,0.02319584,hsa-miR-3145-5p,
hsa-miR-219b-5p,0.833,0.550495,0.631784,-5.602,0.02604039,hsa-miR-219b-5p,
hsa-miR-34b-3p,0.833,0.550694,0.631457,-5.603,0.07724716,hsa-miR-34b-3p,
hsa-miR-548ar-5p,0.833,0.550738,0.631385,-5.603,0.02265487,hsa-miR-548ar-5p,
hsa-miR-580-3p,0.833,0.551331,-0.630418,-5.603,-0.02118915,hsa-miR-580-3p,
hsa-miR-6774-3p,0.833,0.551395,0.630312,-5.603,0.01640687,hsa-miR-6774-3p,
hsa-miR-4641,0.833,0.551532,-0.630088,-5.603,-0.02348938,hsa-miR-4641,
hsa-miR-3119,0.833,0.551947,-0.62941,-5.604,-0.01677281,hsa-miR-3119,
miRNABrightCorner30,0.833,0.553086,0.627552,-5.605,0.11872621,,miRNABrightCorner30
hsa-miR-890,0.833,0.553141,0.627463,-5.605,0.01560778,hsa-miR-890,
hsa-miR-6842-3p,0.833,0.55362,0.626683,-5.605,0.02143241,hsa-miR-6842-3p,
hsa-miR-7159-5p,0.833,0.553808,-0.626376,-5.606,-0.01488021,hsa-miR-7159-5p,
hsa-miR-6723-5p,0.833,0.553825,-0.626348,-5.606,-0.30254605,hsa-miR-6723-5p,
hsa-miR-1193,0.833,0.554115,0.625876,-5.606,0.01077707,hsa-miR-1193,
hsa-miR-4537,0.833,0.554137,0.62584,-5.606,0.0126032,hsa-miR-4537,
hsa-miR-382-3p,0.833,0.554207,0.625727,-5.606,0.02602155,hsa-miR-382-3p,
hsa-miR-27a-3p,0.833,0.554548,0.625171,-5.606,0.27302269,hsa-miR-27a-3p,
hsa-miR-6803-5p,0.834,0.555276,-0.623986,-5.607,-0.20067562,hsa-miR-6803-5p,
hsa-miR-6803-3p,0.835,0.556009,-0.622794,-5.608,-0.01350122,hsa-miR-6803-3p,
hsa-miR-3687,0.836,0.557625,-0.620172,-5.61,-0.01805499,hsa-miR-3687,
hsa-miR-6871-3p,0.836,0.558347,0.619,-5.61,0.01339819,hsa-miR-6871-3p,
hsa-miR-1306-3p,0.836,0.558459,-0.618819,-5.61,-0.03713128,hsa-miR-1306-3p,
hsa-miR-6878-5p,0.836,0.558534,0.618698,-5.61,0.01427946,hsa-miR-6878-5p,
hsa-miR-4798-5p,0.837,0.559755,0.616719,-5.612,0.02434994,hsa-miR-4798-5p,
hsa-miR-4699-5p,0.837,0.560004,0.616317,-5.612,0.01707125,hsa-miR-4699-5p,
hsa-miR-649,0.837,0.560181,-0.616031,-5.612,-0.01581907,hsa-miR-649,
hsa-miR-1470,0.837,0.560404,0.61567,-5.612,0.01599559,hsa-miR-1470,
hsa-miR-3120-3p,0.837,0.56056,0.615418,-5.612,0.0126391,hsa-miR-3120-3p,
hsa-miR-6077,0.837,0.560625,-0.615312,-5.613,-0.01112919,hsa-miR-6077,
hsa-miR-92a-1-5p,0.837,0.56143,0.614011,-5.613,0.01561895,hsa-miR-92a-1-5p,
hsa-miR-3922-5p,0.838,0.562143,-0.61286,-5.614,-0.01518774,hsa-miR-3922-5p,
hsa-miR-212-3p,0.838,0.562353,0.612521,-5.614,0.06194542,hsa-miR-212-3p,
hsa-miR-4515,0.838,0.562591,-0.612137,-5.614,-0.04133405,hsa-miR-4515,
hsa-miR-500b-3p,0.838,0.562953,0.611554,-5.615,0.01556402,hsa-miR-500b-3p,
hsa-miR-29c-3p,0.839,0.564102,0.609702,-5.616,0.09805148,hsa-miR-29c-3p,
hsa-miR-6515-5p,0.839,0.564152,-0.60962,-5.616,-0.37116542,hsa-miR-6515-5p,
hsa-miR-7845-5p,0.839,0.564903,-0.608412,-5.617,-0.16034511,hsa-miR-7845-5p,
hsa-miR-6718-5p,0.839,0.56525,-0.607854,-5.617,-0.01887941,hsa-miR-6718-5p,
hsa-miR-3155a,0.839,0.565287,0.607795,-5.617,0.02172907,hsa-miR-3155a,
hsa-miR-4743-3p,0.839,0.565466,0.607507,-5.617,0.01678401,hsa-miR-4743-3p,
hsa-miR-4774-3p,0.841,0.567282,-0.604589,-5.619,-0.01068243,hsa-miR-4774-3p,
hsa-miR-1273h-3p,0.841,0.567982,-0.603465,-5.62,-0.01141285,hsa-miR-1273h-3p,
hsa-miR-4732-3p,0.842,0.570004,-0.600225,-5.622,-0.0201293,hsa-miR-4732-3p,
hsa-miR-4516,0.842,0.570907,-0.59878,-5.622,-0.61555505,hsa-miR-4516,
hsa-miR-6862-5p,0.842,0.570996,-0.598637,-5.623,-0.03765188,hsa-miR-6862-5p,
hsa-miR-590-3p,0.842,0.571058,-0.598539,-5.623,-0.01678361,hsa-miR-590-3p,
hsa-miR-6760-5p,0.842,0.571138,0.598411,-5.623,0.06746751,hsa-miR-6760-5p,
hsa-miR-621,0.842,0.571185,0.598336,-5.623,0.02430546,hsa-miR-621,
hsa-miR-33b-3p,0.842,0.571491,0.597847,-5.623,0.01898583,hsa-miR-33b-3p,
hsa-miR-5095,0.842,0.571562,-0.597733,-5.623,-0.01332378,hsa-miR-5095,
hsa-miR-5684,0.842,0.571677,0.59755,-5.623,0.04282153,hsa-miR-5684,
hsa-miR-4283,0.844,0.572981,0.595467,-5.624,0.01289258,hsa-miR-4283,
hsa-miR-6829-3p,0.844,0.573122,0.595243,-5.625,0.0135469,hsa-miR-6829-3p,
hsa-miR-4712-5p,0.844,0.574204,0.593516,-5.626,0.01344737,hsa-miR-4712-5p,
hsa-miR-5694,0.844,0.574392,0.593217,-5.626,0.01096561,hsa-miR-5694,
hsa-miR-27b-5p,0.844,0.574493,0.593056,-5.626,0.01941304,hsa-miR-27b-5p,
hsa-miR-6880-5p,0.844,0.574691,-0.59274,-5.626,-0.06195111,hsa-miR-6880-5p,
hsa-miR-6851-3p,0.844,0.575269,0.591821,-5.627,0.02878561,hsa-miR-6851-3p,
hsa-miR-374b-5p,0.844,0.575296,0.591777,-5.627,0.07662536,hsa-miR-374b-5p,
hsa-miR-3116,0.844,0.57612,-0.590467,-5.627,-0.01709079,hsa-miR-3116,
hsa-miR-3127-5p,0.844,0.576336,0.590122,-5.628,0.03906635,hsa-miR-3127-5p,
hsa-miR-4760-3p,0.844,0.576798,0.589388,-5.628,0.015685,hsa-miR-4760-3p,
hsa-miR-4278,0.844,0.576934,-0.589173,-5.628,-0.0118329,hsa-miR-4278,
hsa-miR-4755-5p,0.844,0.577011,-0.58905,-5.628,-0.0165677,hsa-miR-4755-5p,
hsa-miR-219b-3p,0.844,0.577337,0.588532,-5.629,0.01576762,hsa-miR-219b-3p,
hsa-miR-19a-5p,0.844,0.577424,-0.588395,-5.629,-0.01875334,hsa-miR-19a-5p,
hsa-miR-7160-5p,0.844,0.577735,0.5879,-5.629,0.01563026,hsa-miR-7160-5p,
hsa-miR-597-5p,0.844,0.578042,-0.587413,-5.629,-0.01879879,hsa-miR-597-5p,
hsa-miR-490-5p,0.844,0.578356,0.586915,-5.63,0.01890487,hsa-miR-490-5p,
hsa-miR-4785,0.844,0.578726,-0.586328,-5.63,-0.02403433,hsa-miR-4785,
hsa-miR-152-3p,0.844,0.580211,-0.583974,-5.631,-0.16503568,hsa-miR-152-3p,
hsa-miR-4724-3p,0.844,0.580554,0.583431,-5.632,0.01841811,hsa-miR-4724-3p,
hsa-miR-6750-3p,0.844,0.580954,-0.582797,-5.632,-0.01200253,hsa-miR-6750-3p,
hsa-miR-5006-3p,0.844,0.581433,-0.582039,-5.632,-0.01577519,hsa-miR-5006-3p,
hsa-miR-4297,0.844,0.581832,0.581408,-5.633,0.0118715,hsa-miR-4297,
hsa-miR-6736-5p,0.844,0.581906,-0.581291,-5.633,-0.02441199,hsa-miR-6736-5p,
hsa-miR-5589-5p,0.844,0.581907,0.58129,-5.633,0.01300788,hsa-miR-5589-5p,
hsa-miR-5187-5p,0.844,0.582301,-0.580667,-5.633,-0.01571672,hsa-miR-5187-5p,
hsa-miR-3188,0.844,0.582701,-0.580035,-5.634,-0.20976373,hsa-miR-3188,
hsa-miR-615-5p,0.844,0.582888,0.57974,-5.634,0.02816955,hsa-miR-615-5p,
hsa-miR-6847-3p,0.844,0.583024,-0.579525,-5.634,-0.02097785,hsa-miR-6847-3p,
hsa-miR-6814-3p,0.844,0.583471,-0.57882,-5.634,-0.01381583,hsa-miR-6814-3p,
hsa-miR-548ao-3p,0.844,0.583638,0.578556,-5.634,0.0129565,hsa-miR-548ao-3p,
hsa-miR-548bb-3p,0.844,0.583922,-0.578108,-5.635,-0.01843874,hsa-miR-548bb-3p,
hsa-miR-4712-3p,0.844,0.584224,0.57763,-5.635,0.01439128,hsa-miR-4712-3p,
hsa-miR-450b-3p,0.846,0.585786,0.57517,-5.636,0.01384641,hsa-miR-450b-3p,
hsa-miR-1303,0.846,0.586276,-0.574398,-5.637,-0.02213336,hsa-miR-1303,
hsa-miR-4676-3p,0.847,0.58712,0.573069,-5.638,0.01478491,hsa-miR-4676-3p,
hsa-miR-3124-3p,0.848,0.587646,-0.572242,-5.638,-0.01179628,hsa-miR-3124-3p,
hsa-miR-3611,0.849,0.588906,0.570263,-5.639,0.01365656,hsa-miR-3611,
hsa-miR-655-3p,0.849,0.589451,0.569407,-5.64,0.01917172,hsa-miR-655-3p,
hsa-miR-6844,0.849,0.589664,-0.569073,-5.64,-0.01296851,hsa-miR-6844,
hsa-miR-548l,0.849,0.589838,-0.5688,-5.64,-0.01197821,hsa-miR-548l,
hsa-miR-619-3p,0.85,0.590875,0.567175,-5.641,0.01790017,hsa-miR-619-3p,
hsa-miR-505-5p,0.85,0.591271,0.566555,-5.641,0.04732296,hsa-miR-505-5p,
hsa-miR-4757-5p,0.85,0.591922,-0.565534,-5.642,-0.01267206,hsa-miR-4757-5p,
hsa-miR-142-3p,0.85,0.59209,-0.565271,-5.642,-0.47904332,hsa-miR-142-3p,
hsa-miR-4680-3p,0.85,0.593795,0.562605,-5.644,0.01405357,hsa-miR-4680-3p,
hsa-miR-8087,0.85,0.593996,-0.562291,-5.644,-0.05854479,hsa-miR-8087,
hsa-miR-5191,0.85,0.594099,-0.56213,-5.644,-0.01154346,hsa-miR-5191,
hsa-miR-1468-5p,0.85,0.594264,0.561874,-5.644,0.01224363,hsa-miR-1468-5p,
hsa-miR-3613-5p,0.85,0.594324,-0.56178,-5.644,-0.01823198,hsa-miR-3613-5p,
hsa-miR-4447,0.85,0.594639,-0.561288,-5.644,-0.03750124,hsa-miR-4447,
hsa-miR-148a-5p,0.85,0.595911,-0.559303,-5.645,-0.01868799,hsa-miR-148a-5p,
hsa-miR-549a,0.85,0.596409,-0.558526,-5.646,-0.0167193,hsa-miR-549a,
hsa-miR-454-3p,0.85,0.596499,0.558385,-5.646,0.12071847,hsa-miR-454-3p,
hsa-miR-5700,0.85,0.596637,0.558171,-5.646,0.01204436,hsa-miR-5700,
hsa-miR-1269a,0.85,0.596929,0.557717,-5.646,0.01257363,hsa-miR-1269a,
dmr_308,0.85,0.597261,0.557199,-5.647,0.00948143,,dmr_308
hsa-miR-6774-5p,0.85,0.597344,-0.55707,-5.647,-0.0820026,hsa-miR-6774-5p,
hsa-miR-6826-3p,0.85,0.597371,-0.557028,-5.647,-0.00949863,hsa-miR-6826-3p,
hsa-miR-6500-3p,0.85,0.59761,-0.556656,-5.647,-0.0169039,hsa-miR-6500-3p,
hsa-miR-7703,0.85,0.598089,-0.55591,-5.647,-0.01171114,hsa-miR-7703,
hsa-miR-191-5p,0.85,0.598556,0.555184,-5.648,0.03809987,hsa-miR-191-5p,
hsa-miR-6514-3p,0.85,0.598836,-0.554749,-5.648,-0.01396391,hsa-miR-6514-3p,
hsa-miR-767-3p,0.85,0.598853,0.554722,-5.648,0.01871205,hsa-miR-767-3p,
hsa-miR-5685,0.85,0.599227,0.55414,-5.648,0.01254763,hsa-miR-5685,
hsa-miR-758-3p,0.85,0.599481,0.553746,-5.648,0.12497179,hsa-miR-758-3p,
hsa-miR-6828-5p,0.85,0.599517,0.55369,-5.649,0.01861252,hsa-miR-6828-5p,
hsa-miR-6806-3p,0.852,0.601243,0.55101,-5.65,0.02367328,hsa-miR-6806-3p,
hsa-miR-6781-5p,0.853,0.601819,-0.550116,-5.65,-0.03730187,hsa-miR-6781-5p,
hsa-miR-302e,0.853,0.602688,-0.548769,-5.651,-0.01731533,hsa-miR-302e,
hsa-miR-4523,0.854,0.603759,-0.547111,-5.652,-0.0130141,hsa-miR-4523,
hsa-miR-2355-3p,0.855,0.604659,0.545718,-5.653,0.01298649,hsa-miR-2355-3p,
hsa-miR-5583-3p,0.856,0.605874,0.543841,-5.654,0.01117323,hsa-miR-5583-3p,
hsa-miR-4750-3p,0.856,0.606504,-0.542868,-5.654,-0.01697685,hsa-miR-4750-3p,
hsa-miR-6507-5p,0.856,0.606604,0.542713,-5.655,0.01392361,hsa-miR-6507-5p,
hsa-miR-548az-5p,0.856,0.606995,-0.542111,-5.655,-0.01187823,hsa-miR-548az-5p,
hsa-miR-3689f,0.856,0.607587,0.541197,-5.655,0.01621934,hsa-miR-3689f,
